concurrency,jobs_ok,jobs_failed,wall_s,lat_min_s,lat_mean_s,lat_max_s,server_proc_mean_s,gpu_peak_mem_MiB,gpu_mem_over_idle_MiB,gpu_mean_util_pct,gpu_peak_util_pct,gpu_busy_s,host_ram_peak_GiB,files_per_min,realtime_factor
1,1,0,60.5,60.5,60.5,60.5,59.8,34956,5632,44.0,100,26.6,22.21,0.99,39.66
3,3,0,116.9,116.8,116.8,116.9,114.4,45484,16160,74.2,100,86.8,22.95,1.54,61.61
