concurrency,jobs_ok,jobs_failed,wall_s,lat_min_s,lat_mean_s,lat_max_s,server_proc_mean_s,gpu_peak_mem_MiB,gpu_mem_over_idle_MiB,gpu_mean_util_pct,gpu_peak_util_pct,gpu_busy_s,host_ram_peak_GiB,files_per_min,realtime_factor
1,1,0,60.6,60.6,60.6,60.6,59.5,34988,5664,43.6,100,26.4,22.19,0.99,39.62
3,3,0,116.8,114.8,116.1,116.8,114.4,45772,16448,73.6,100,86.0,22.87,1.54,61.63
