concurrency,jobs_ok,jobs_failed,wall_s,lat_min_s,lat_mean_s,lat_max_s,server_proc_mean_s,gpu_peak_mem_MiB,gpu_mem_over_idle_MiB,gpu_mean_util_pct,gpu_peak_util_pct,gpu_busy_s,host_ram_peak_GiB,files_per_min,realtime_factor
1,1,0,60.6,60.6,60.6,60.6,59.7,34860,5536,43.9,100,26.6,22.32,0.99,39.62
3,3,0,116.8,114.8,116.2,116.8,114.1,45676,16352,74.9,100,87.5,22.84,1.54,61.62
