concurrency,jobs_ok,jobs_failed,wall_s,lat_min_s,lat_mean_s,lat_max_s,server_proc_mean_s,gpu_peak_mem_MiB,gpu_mem_over_idle_MiB,gpu_mean_util_pct,gpu_peak_util_pct,gpu_busy_s,host_ram_peak_GiB,files_per_min,realtime_factor
1,1,0,60.5,60.5,60.5,60.5,59.9,34924,5600,44.1,100,26.7,22.27,0.99,39.64
3,3,0,116.8,114.8,116.1,116.8,114.4,45388,16064,73.2,100,85.5,22.98,1.54,61.63
